#t,fmu0_p.e,fmu0_zChassis,fmu1_p.e,fmu1_p1.f,fmu1_zWheel,fmu2_p.f,fmu2_zGround
+3.9900000000000002e+00,+3.9548181549971810e+03,+1.1329357671587446e+00,+4.3455135374369493e+03,-2.6580107903320543e-03,+6.3307003466358236e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0000000000000000e+00,+3.9587046373258627e+03,+1.1326013776500126e+00,+4.3495174498831439e+03,-2.5296659146856809e-03,+6.3304334191394118e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0099999999999998e+00,+3.9623845711713639e+03,+1.1322760107186460e+00,+4.3533204630171658e+03,-2.3977533751310285e-03,+6.3301798849304791e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0199999999999996e+00,+3.9658493398007577e+03,+1.1319605866211608e+00,+4.3569165909047188e+03,-2.2616329014793343e-03,+6.3299401430713109e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0300000000000002e+00,+3.9690926665107286e+03,+1.1316559719239692e+00,+4.3602984547768565e+03,-2.1201554889192765e-03,+6.3297146854798336e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0400000000000000e+00,+3.9721099126323229e+03,+1.1313629779980894e+00,+4.3634572446073189e+03,-1.9726315602614617e-03,+6.3295040994911367e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0499999999999998e+00,+3.9748970447702200e+03,+1.1310823598015016e+00,+4.3663839278324494e+03,-1.8194701316900791e-03,+6.3293089872761266e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0599999999999996e+00,+3.9774498520142870e+03,+1.1308148147324517e+00,+4.3690709526448873e+03,-1.6621769635171708e-03,+6.3291298522886319e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0700000000000003e+00,+3.9797638072917707e+03,+1.1305609814386997e+00,+4.3715134954628011e+03,-1.5027687973565560e-03,+6.3289670161007716e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0800000000000001e+00,+3.9818345873030462e+03,+1.1303214386214655e+00,+4.3737096279949319e+03,-1.3429665643482987e-03,+6.3288206072652953e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0899999999999999e+00,+3.9836589119977398e+03,+1.1300967039917558e+00,+4.3756594086069854e+03,-1.1836157592512654e-03,+6.3286906218911576e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.0999999999999996e+00,+3.9852352231479776e+03,+1.1298872335602734e+00,+4.3773634733596455e+03,-1.0246212715684985e-03,+6.3285770175743128e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1100000000000003e+00,+3.9865638486153384e+03,+1.1296934213657932e+00,+4.3788219155662591e+03,-8.6538447950501097e-04,+6.3284797880938748e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1200000000000001e+00,+3.9876466028039454e+03,+1.1295155996199122e+00,+4.3800340172413107e+03,-7.0546414842370220e-04,+6.3283989813155395e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1299999999999999e+00,+3.9884860769810689e+03,+1.1293540391402175e+00,+4.3809988905926548e+03,-5.4508841752031281e-04,+6.3283346564254517e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1399999999999997e+00,+3.9890850142878098e+03,+1.1292089499132745e+00,+4.3817165966803914e+03,-3.8525773595466571e-04,+6.3282868093529365e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1500000000000004e+00,+3.9894460826819713e+03,+1.1290804816826880e+00,+4.3821890916680168e+03,-2.2741963155848273e-04,+6.3282553096870964e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1600000000000001e+00,+3.9895721180628730e+03,+1.1289687245593238e+00,+4.3824204996102917e+03,-7.2925886841916374e-05,+6.3282398824909458e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1699999999999999e+00,+3.9894666519486746e+03,+1.1288737097417865e+00,+4.3824166128007528e+03,+7.7420210644996333e-05,+6.3282401416115819e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1799999999999997e+00,+3.9891344021061946e+03,+1.1287954104676692e+00,+4.3821839396615514e+03,+2.2349423880199817e-04,+6.3282556531541967e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.1900000000000004e+00,+3.9885814519798660e+03,+1.1287337432776470e+00,+4.3817288314551197e+03,+3.6561863402473328e-04,+6.3282859937012936e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2000000000000002e+00,+3.9878150340046923e+03,+1.1286885695916904e+00,+4.3810571287782086e+03,+5.0412474568678370e-04,+6.3283307738797556e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2100000000000000e+00,+3.9868430495214784e+03,+1.1286596975173744e+00,+4.3801744518653477e+03,+6.3896101392114902e-04,+6.3283896190072808e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2199999999999998e+00,+3.9856735856478185e+03,+1.1286468837761285e+00,+4.3790869041302831e+03,+7.6955223207297169e-04,+6.3284621221896209e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2300000000000004e+00,+3.9843146671792697e+03,+1.1286498356582690e+00,+4.3778017582487546e+03,+8.9496284308680850e-04,+6.3285477985817229e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2400000000000002e+00,+3.9827743346417619e+03,+1.1286682129830428e+00,+4.3763277411892168e+03,+1.0142505841602544e-03,+6.3286460663856936e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2500000000000000e+00,+3.9810609573480506e+03,+1.1287016301071009e+00,+4.3746747817906116e+03,+1.1268055521156174e-03,+6.3287562636789341e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2599999999999998e+00,+3.9791835729128748e+03,+1.1287496580577909e+00,+4.3728533823151765e+03,+1.2324957590853481e-03,+6.3288776903106303e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2699999999999996e+00,+3.9771520488628894e+03,+1.1288118268517715e+00,+4.3708739607964617e+03,+1.3315591817847844e-03,+6.3290096517452143e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2800000000000002e+00,+3.9749769746616394e+03,+1.1288876280074602e+00,+4.3687464952955934e+03,+1.4243225679143377e-03,+6.3291514827786077e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2900000000000000e+00,+3.9726693439838868e+03,+1.1289765172025608e+00,+4.3664806106802962e+03,+1.5109122772936706e-03,+6.3293025417529614e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.2999999999999998e+00,+3.9702401932903927e+03,+1.1290779169962799e+00,+4.3640860002638829e+03,+1.5911118750916657e-03,+6.3294621824473896e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3099999999999996e+00,+3.9677003711686698e+03,+1.1291912195443730e+00,+4.3615729059149908e+03,+1.6644292112997308e-03,+6.3296297220706499e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3200000000000003e+00,+3.9650605277643640e+03,+1.1293157892757117e+00,+4.3589523737966256e+03,+1.7303185496731824e-03,+6.3298044242118734e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3300000000000001e+00,+3.9623312886053277e+03,+1.1294509655472240e+00,+4.3562361476665992e+03,+1.7884255764710518e-03,+6.3299855059538745e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3399999999999999e+00,+3.9595234823309397e+03,+1.1295960653235058e+00,+4.3534362671007766e+03,+1.8387226873659863e-03,+6.3301721646582632e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3499999999999996e+00,+3.9566482750453570e+03,+1.1297503859242104e+00,+4.3505645893068304e+03,+1.8814721514514108e-03,+6.3303636098445271e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3600000000000003e+00,+3.9537171271927141e+03,+1.1299132078511502e+00,+4.3476324746571827e+03,+1.9170519086795124e-03,+6.3305590841545045e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3700000000000001e+00,+3.9507415912308520e+03,+1.1300837976670610e+00,+4.3446507678454409e+03,+1.9457487424807990e-03,+6.3307578646086204e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3799999999999999e+00,+3.9477330519541788e+03,+1.1302614108713775e+00,+4.3416300378468250e+03,+1.9676315499013168e-03,+6.3309592466085296e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.3899999999999997e+00,+3.9447025332690914e+03,+1.1304452947182020e+00,+4.3385809058588875e+03,+1.9825646923269519e-03,+6.3311625220743917e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4000000000000004e+00,+3.9416606493664367e+03,+1.1306346909457921e+00,+4.3355142593519768e+03,+1.9903414462084518e-03,+6.3313669651748550e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4100000000000001e+00,+3.9386176950269751e+03,+1.1308288384204586e+00,+4.3324412296066021e+03,+1.9908553846975730e-03,+6.3315718338245475e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4199999999999999e+00,+3.9355837968650794e+03,+1.1310269757222029e+00,+4.3293729476220769e+03,+1.9842146285741690e-03,+6.3317763859568499e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4299999999999997e+00,+3.9325690225682483e+03,+1.1312283437026991e+00,+4.3263202106409144e+03,+1.9707427725904328e-03,+6.3319799017555956e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4400000000000004e+00,+3.9295833774968241e+03,+1.1314321880286675e+00,+4.3232932280626010e+03,+1.9508756103764166e-03,+6.3321817005941516e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4500000000000002e+00,+3.9266366850754066e+03,+1.1316377616966911e+00,+4.3203015589816641e+03,+1.9250174144532124e-03,+6.3323811451995482e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4600000000000000e+00,+3.9237384104249459e+03,+1.1318443274845016e+00,+4.3173542423797544e+03,+1.8934363462025823e-03,+6.3325776329730099e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4699999999999998e+00,+3.9208975124618919e+03,+1.1320511602995877e+00,+4.3144600192065982e+03,+1.8562506167205818e-03,+6.3327705811845547e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4800000000000004e+00,+3.9181223878247602e+03,+1.1322575493995721e+00,+4.3116275065487334e+03,+1.8135040813966493e-03,+6.3329594153617463e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.4900000000000002e+00,+3.9154209163680043e+03,+1.1324628004815889e+00,+4.3088652229848940e+03,+1.7652824408965488e-03,+6.3331435675993375e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5000000000000000e+00,+3.9128005639640123e+03,+1.1326662376571259e+00,+4.3061814533949282e+03,+1.7118039473730858e-03,+6.3333224855720016e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5099999999999998e+00,+3.9102684727537116e+03,+1.1328672053348172e+00,+4.3035840289654207e+03,+1.6534379748173831e-03,+6.3334956472006354e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5199999999999996e+00,+3.9078314828754819e+03,+1.1330650700246585e+00,+4.3010801374976800e+03,+1.5906473683886696e-03,+6.3336625732984841e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5300000000000002e+00,+3.9054960721589014e+03,+1.1332592220594973e+00,+4.2986762537074073e+03,+1.5238914228486334e-03,+6.3338228322178380e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5400000000000000e+00,+3.9032682461386821e+03,+1.1334490772137802e+00,+4.2963782083182350e+03,+1.4535440069379738e-03,+6.3339760352437846e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5499999999999998e+00,+3.9011534352980257e+03,+1.1336340781939747e+00,+4.2941913401857864e+03,+1.3798684200365999e-03,+6.3341218264526156e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5599999999999996e+00,+3.8991564485166755e+03,+1.1338136959821221e+00,+4.2921206374657240e+03,+1.3030566540207487e-03,+6.3342598733006217e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5700000000000003e+00,+3.8972814983967323e+03,+1.1339874310289864e+00,+4.2901707890604612e+03,+1.2233057637272336e-03,+6.3343898631943074e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5800000000000001e+00,+3.8955322754584904e+03,+1.1341548143077862e+00,+4.2883461233686894e+03,+1.1408867346269446e-03,+6.3345115075737601e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5899999999999999e+00,+3.8939120252083035e+03,+1.1343154082461042e+00,+4.2866504743954702e+03,+1.0561692183948376e-03,+6.3346245508386423e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.5999999999999996e+00,+3.8924235856164873e+03,+1.1344688075496865e+00,+4.2850870513518403e+03,+9.6959227901051903e-04,+6.3347287790415507e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6100000000000003e+00,+3.8910693683530062e+03,+1.1346146399207000e+00,+4.2836583801816441e+03,+8.8160092447981157e-04,+6.3348240237862297e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6200000000000001e+00,+3.8898512994811558e+03,+1.1347525666614688e+00,+4.2823663419967788e+03,+7.9258466153678177e-04,+6.3349101596652213e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6299999999999999e+00,+3.8887707563947379e+03,+1.1348822831491141e+00,+4.2812122805038207e+03,+7.0285001410183687e-04,+6.3349870970980859e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6399999999999997e+00,+3.8878285373800750e+03,+1.1350035191696211e+00,+4.2801971171662708e+03,+6.1263803065984422e-04,+6.3350547746539243e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6500000000000004e+00,+3.8870248804211351e+03,+1.1351160391093711e+00,+4.2793214150676567e+03,+5.2217288887899352e-04,+6.3351131547938322e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6600000000000001e+00,+3.8863595209904634e+03,+1.1352196420127534e+00,+4.2785853658631968e+03,+4.3171240956488667e-04,+6.3351622247407957e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6699999999999999e+00,+3.8858317595207063e+03,+1.1353141615205335e+00,+4.2779887182519515e+03,+3.4157290095967796e-04,+6.3352020012482135e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6799999999999997e+00,+3.8854405074711990e+03,+1.1353994657026094e+00,+4.2775306966696535e+03,+2.5211690317192460e-04,+6.3352325360203676e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.6900000000000004e+00,+3.8851842957961826e+03,+1.1354754567920013e+00,+4.2772099605083513e+03,+1.6371319641789140e-04,+6.3352539184311230e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7000000000000002e+00,+3.8850612517680743e+03,+1.1355420708187098e+00,+4.2770246288138378e+03,+7.6692391173342081e-05,+6.3352662738774246e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7100000000000000e+00,+3.8850690670716949e+03,+1.1355992771370871e+00,+4.2769723589980595e+03,-8.6782853037013782e-06,+6.3352697585318118e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7199999999999998e+00,+3.8852049832943821e+03,+1.1356470778411762e+00,+4.2770504410023004e+03,-9.2189692334651273e-05,+6.3352645530648621e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7300000000000004e+00,+3.8854658099103390e+03,+1.1356855070682168e+00,+4.2772558641533606e+03,-1.7366088053389985e-04,+6.3352508581881262e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7400000000000002e+00,+3.8858479717348914e+03,+1.1357146301979062e+00,+4.2775853328560997e+03,-2.5290304958152201e-04,+6.3352288936079448e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7500000000000000e+00,+3.8863475678858204e+03,+1.1357345429600523e+00,+4.2780352371374693e+03,-3.2969740824097390e-04,+6.3351988999891873e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7599999999999998e+00,+3.8869604202024457e+03,+1.1357453704635931e+00,+4.2786016080167137e+03,-4.0379776674996952e-04,+6.3351611419305698e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7699999999999996e+00,+3.8876820970451631e+03,+1.1357472661559844e+00,+4.2792800934957122e+03,-4.7495452943168104e-04,+6.3351159095653031e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7800000000000002e+00,+3.8885079131080661e+03,+1.1357404107162006e+00,+4.2800659771627170e+03,-5.4294563063110276e-04,+6.3350635173208369e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7900000000000000e+00,+3.8894329188925853e+03,+1.1357250108804449e+00,+4.2809542370797753e+03,-6.0759752134023322e-04,+6.3350042999930334e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.7999999999999998e+00,+3.8904518980328717e+03,+1.1357012981991761e+00,+4.2819396216663918e+03,-6.6878608851635613e-04,+6.3349386076872594e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8099999999999996e+00,+3.8915593850718701e+03,+1.1356695277273190e+00,+4.2830167125564303e+03,-7.2641894567161756e-04,+6.3348668016279253e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8200000000000003e+00,+3.8927497044420047e+03,+1.1356299766544358e+00,+4.2841799542085500e+03,-7.8041029286199371e-04,+6.3347892521844507e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8300000000000001e+00,+3.8940170201706078e+03,+1.1355829428855346e+00,+4.2854236496980111e+03,-8.3066247152625296e-04,+6.3347063391518210e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8399999999999999e+00,+3.8953553811340089e+03,+1.1355287435840977e+00,+4.2867419402717378e+03,-8.7706348614970239e-04,+6.3346184531135730e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8499999999999996e+00,+3.8967587504429821e+03,+1.1354677136866274e+00,+4.2881287933784270e+03,-9.1950040873378636e-04,+6.3345259962397937e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8600000000000003e+00,+3.8982210170011367e+03,+1.1354002043940570e+00,+4.2895780171799297e+03,-9.5788010626777511e-04,+6.3344293813196928e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8700000000000001e+00,+3.8997359968935443e+03,+1.1353265816420002e+00,+4.2910833038147457e+03,-9.9214556955786316e-04,+6.3343290288773713e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8799999999999999e+00,+3.9012974369033695e+03,+1.1352472245507332e+00,+4.2926382881028157e+03,-1.0222794829856374e-03,+6.3342253632581669e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.8899999999999997e+00,+3.9028990300942301e+03,+1.1351625238574019e+00,+4.2942366012355997e+03,-1.0482941875890944e-03,+6.3341188090493150e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9000000000000004e+00,+3.9045344459178887e+03,+1.1350728803360528e+00,+4.2958719033387770e+03,-1.0702144842868481e-03,+6.3340097889091052e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9100000000000001e+00,+3.9061973691499179e+03,+1.1349787032139134e+00,+4.2975378912907181e+03,-1.0880629363541399e-03,+6.3338987230456412e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9199999999999999e+00,+3.9078815375246309e+03,+1.1348804085933430e+00,+4.2992282914495663e+03,-1.1018551146636825e-03,+6.3337860297017201e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9299999999999997e+00,+3.9095807692631565e+03,+1.1347784178875997e+00,+4.3009368538536555e+03,-1.1116062496785385e-03,+6.3336721255414496e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9400000000000004e+00,+3.9112889775489011e+03,+1.1346731562758794e+00,+4.3026573619032361e+03,-1.1173445299981015e-03,+6.3335574250048110e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9500000000000002e+00,+3.9130001758799203e+03,+1.1345650511804020e+00,+4.3043836617141242e+03,-1.1191231538048301e-03,+6.3334423383507543e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9600000000000000e+00,+3.9147084823687383e+03,+1.1344545307670475e+00,+4.3061097041318462e+03,-1.1170245892428846e-03,+6.3333272688562392e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9699999999999998e+00,+3.9164081305084019e+03,+1.1343420224715894e+00,+4.3078295858973461e+03,-1.1111552139717170e-03,+6.3332126100718722e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9800000000000004e+00,+3.9180934893933450e+03,+1.1342279515554332e+00,+4.3095375777032741e+03,-1.1016337729918835e-03,+6.3330987439514785e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+4.9900000000000002e+00,+3.9197590906437681e+03,+1.1341127396966888e+00,+4.3112281345197143e+03,-1.0885800628993171e-03,+6.3329860401637161e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+5.0000000000000000e+00,+3.9213996554983009e+03,+1.1339968036232737e+00,+4.3128958929643013e+03,-1.0721095446338995e-03,+6.3328748562674120e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
